term,pos,notes,is_case_sensitive,translation_af,notes_af,translation_ar,notes_ar,translation_ar_eg,notes_ar_eg,translation_ar_iq,notes_ar_iq,translation_az,notes_az,translation_az_az,notes_az_az,translation_bn,notes_bn,translation_bn_bd,notes_bn_bd,translation_bn_in,notes_bn_in,translation_ca,notes_ca,translation_cmn,notes_cmn,translation_cs,notes_cs,translation_da,notes_da,translation_de,notes_de,translation_el,notes_el,translation_en_gb,notes_en_gb,translation_en_us,notes_en_us,translation_es,notes_es,translation_es_419,notes_es_419,translation_es_ar,notes_es_ar,translation_es_co,notes_es_co,translation_es_es,notes_es_es,translation_es_mx,notes_es_mx,translation_et,notes_et,translation_fa,notes_fa,translation_fi,notes_fi,translation_fr,notes_fr,translation_hi,notes_hi,translation_hi_in,notes_hi_in,translation_hu,notes_hu,translation_id,notes_id,translation_id_id,notes_id_id,translation_it,notes_it,translation_it_it,notes_it_it,translation_ja,notes_ja,translation_ka,notes_ka,translation_kn,notes_kn,translation_ko,notes_ko,translation_ko_kr,notes_ko_kr,translation_ky,notes_ky,translation_lo_la,notes_lo_la,translation_lt,notes_lt,translation_mn,notes_mn,translation_mr,notes_mr,translation_mr_in,notes_mr_in,translation_ms,notes_ms,translation_my,notes_my,translation_nb,notes_nb,translation_ne,notes_ne,translation_nl,notes_nl,translation_pa,notes_pa,translation_pl,notes_pl,translation_pl_pl,notes_pl_pl,translation_ps,notes_ps,translation_pt,notes_pt,translation_pt_br,notes_pt_br,translation_pt_mz,notes_pt_mz,translation_pt_pt,notes_pt_pt,translation_ro,notes_ro,translation_ru,notes_ru,translation_ru_ru,notes_ru_ru,translation_si_lk,notes_si_lk,translation_sq_al,notes_sq_al,translation_sv,notes_sv,translation_te,notes_te,translation_tr,notes_tr,translation_tzm,notes_tzm,translation_uk,notes_uk,translation_uk_ua,notes_uk_ua,translation_ur,notes_ur,translation_vi,notes_vi,translation_zh,notes_zh,translation_zh-hans,notes_zh-hans,translation_zh_cn,notes_zh_cn,translation_zh_hk,notes_zh_hk,translation_zh_sg,notes_zh_sg,translation_zh_tw,notes_zh_tw
asynchronous generator iterator||asynchronous generator iterators,noun,glossary term,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非同期ジェネレータイテレータ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asynchroniczny iterator generatora,,,,,,,,iterador gerador assíncrono||iteradores geradores assíncronos,,,,iterador gerador assíncrono||iteradores geradores assíncronos||iterador de gerador assíncrono,,,,итератор асинхронного генератора,,,,,,,,,,,,,,,,асинхронний ітератор типу генератора,,asynchronous generator iterator||asynchronous generator iterators,,,,,,,,,,异步生成器迭代器,,,,,,,
asynchronous iterable,noun,,false,,,,العمليات الغير تزامنية القابلة للتكرار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asynchroniczna iterowalna kolekcja,,,,,,,,iterável assíncrono,,,,iterável assíncrono||asynchronous iterable,,,,асинхронный итерируемый объект,,,,,,,,,,,,,,,,той що ітерується асинхронно,,asynchronous iterable,,,,,,,,,,异步可迭代,,,,,,,
asynchronous iterator||asynchronous iterators,noun,,false,,,,مكرر العمليات الغير تزامنية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非同期イテレータ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iterator asynchroniczny,,,,,,,,iterador assíncrono||iteradores assíncronos,,,,iterador assíncrono||iteradores assíncronos||asynchronous iterator||asynchronous iterators,,,,асинхронный итератор,,,,,,,,,,,,,,,,асинхронний ітератор,,asynchronous iterator||asynchronous iterators,,,,,,,,,,异步迭代器,,,,,,,
attribute||attributes,noun,,false,,,خاصية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,属性,,ატრიბუტი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atrybut,,,,,,,,atributo||atributos,,,,atributo||atributos||attribute||attributes,,,,атрибут,,,,,,,,,,,,,,,,атрибут,,attribute||attributes,,,,,,,,,,属性,单数形式,,,,,,
auditing event,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zdarzenie rejestrowane,,,,,,,,evento de auditoria,,,,evento de auditoria||eventos de auditoria,,,,событие аудита,,,,,,,,,,,,,,,,подія аудиту,,auditing event,,,,,,,,,,审计事件,,,,,,,
augmented assignment,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,przypisanie rozszerzone,,,,,,,,atribuição aumentada,,,,atribuição aumentada,,,,дополненное присваивание,,,,,,,,,,,,,,,,розширене присвоювання,,augmented assignment,,,,,,,,,,增量赋值,,,,,,,
awaitable||awaitables,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aguardável||aguardáveis,,,,awaitable||awaitables||aguardável,,,,ожидаемый объект,,,,,,,,,,,,,,,,очікуваний,,awaitable||awaitables,,,,,,,,,,可等待,Python 中一切皆为对象，如果可能的话，译为“可等待对象”比“可等待”更顺口些，除了该词作形容词用时。,,,,,,
aware,adjective,"Check ""Aware and Naive Objects"" in 'datetime' module's documentation.",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consciente||conscientes,"Consulte ""Objetos Conscientes e Ingênuos"" na documentação do módulo 'datetime'.",,,consciente||ciente||perceber||reconhece||consciência||atenção||cientes,,,,с часовым поясом,,,,,,,,,,,,,,,,,,aware,,,,,,,,,,感知型,,,,,,,
backslash||backslashes,noun,,false,,,شرطة مائلة للخلف,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,バックスラッシュ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contrabarra||contrabarras,"No Google, “contra-barra” tem 3x mais ocorrências que “barra invertida”; pela nova ortografia, o hífen neste caso não é mais usado",,,barra invertida||barras invertidas||backslash||backslashes,,,,обратная косая черта||обратный слеш,"Он же символ «обратного слэша», U+005C.",,,,,,,,,,,,,,,зворотний слеш,,backslash||backslashes,,,,,,,,,,反斜杠,,,,,,,
barrier,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barreira,,,,barreira||Barrier,,,,барьер,,,,,,,,,,,,,,,,бар'єр,,barrier,,,,,,,,,,屏障,https://zh.wikipedia.org/wiki/同步屏障,,,,,,
base class,noun,,false,,,كلاس أساسي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,基底クラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,klasa bazowa,,,,,,,,classe base,,,,classe base,,,,базовый класс,,,,,,,,,,,,,,,,базовий клас,,base class,,,,,,,,,,基类,,,,,,,
base-10,adjective,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,base 10,,,,base decimal,,,,десятичный,,,,,,,,,,,,,,,,десяткова система,,base-10,,,,,,,,,,底数为 10,,,,,,,
batch,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lote,,,,lote,,,,пачка||пакетный,,,,,,,,,,,,,,,,пакет,,batch,,,,,,,,,,批处理,,,,,,,
behavior||behaviors||behaviour||behaviours,noun,,false,,,سلوك,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,振る舞い||挙動,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zachowanie,,,,,,,,comportamento||comportamentos,,,,comportamento||comportamentos,,,,поведение,,,,,,,,,,,,,,,,поведінка,,behavior||behaviors||behaviour||behaviours,,,,,,,,,,行为,,,,,,,
binding||bindings,noun,,false,,,ربط,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,束縛||バインディング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ligação||ligações,,,,vinculação||vinculações||ligação||ligações||vincular||associação||associações,,,,связывание||связь,,,,,,,,,,,,,,,,зв'язування,,binding||bindings,,,,,,,,,,绑定,,,,,,,
bitwise operation,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ビット単位演算,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,operação bit a bit,,,,operação bit a bit||operação bitwise,,,,побитовая операция,,,,,,,,,,,,,,,,бітова операція,,bitwise operation,,,,,,,,,,按位运算,,,,,,,
block||blocks,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ブロック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blok,,,,,,,,bloco||blocos||bloqueio||bloqueios,,,,bloco||blocos||block||bloquearemos||bloqueiam,,,,блок,,,,,,,,,,,,,,,,блок,,block||blocks,,,,,,,,,,块,,,,,,,
block||blocks,verb,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bloquear||bloqueia||bloqueie||bloqueiam,,,,bloquear||bloqueia||block,,,,блокировать,,,,,,,,,,,,,,,,блокувати,,block||blocks,,,,,,,,,,阻塞||阻止,,,,,,,
boolean,adjective,,false,,,قيم منطقية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,真偽値||boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wartość logiczna,,,,,,,,booleano||Booleano||booleana||Booleana||booleanos||booleanas,,,,Booleano||Booleanos||booleanas||booleana,,,,логическое значение||логический тип,,,,,,,,,,,,boolean,,,,булевий (-а),,boolean,,,,,,,,,,布尔,,,,,,,
braces,noun,{ },false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chaves,,,,chavetas,,,,фигурные скобки,,,,,,,,,,,,,,,,фігурні дужки,,braces,,,,,,,,,,花括号,或大括号，建议统一译为“花括号”,,,,,,
branch cut||branch cuts,noun,https://en.wikipedia.org/wiki/Branch_point,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,corte de ramificação||cortes de ramificação,,,,branch cut||branch cuts,,,,точка ветвления,https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D1%87%D0%BA%D0%B0_%D0%B2%D0%B5%D1%82%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F,,,,,,,,,,,,,,,зріз гілки,,branch cut||branch cuts,,,,,,,,,,分歧点,,,,,,,
buffer,noun,,false,,,تعادل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,バッファ,,,,,,버퍼,,,,,,,,,,,,,,,,,,,,,,,,,,,,bufor,,,,,,,,buffer,,,,buffer,,,,буфер,,,,,,,,,,,,,,,,буфер,,buffer,,,,,,,,,,缓冲区,,,,,,,
buffering,noun,,false,,,تعديل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buforowanie,,,,,,,,buffering||pré-carregamento,,,,bufferização||buffer||buffering,,,,буферизация,,,,,,,,,,,,,,,,буферизація,,buffering,,,,,,,,,,缓冲,,,,,,,
build||builds,verb,,false,,,بناء,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ビルド||構築,,,,,,빌드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,construir||constroem||constrói||construa,,,,constrói||construir||construção||criar||Baseia-se||construirá||build||cria||compilado||compilados||compilada||compiladas||compilar||builds,,,,создавать||строить||собирать,,,,,,,,,,,,,,,,білдити,,build||builds,,,,,,,,,,构建,构建,,,,,,
built-in||builtin||builtins||built-ins,adjective,,false,,,مُثبت افتراضياً,,,,,,,,,,,,,,,,,,,,vestavěný; vnitřní; interní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,組み込み,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wbudowany(-a),,,,,,,,embutido||embutida||embutidos||embutidas,"Ou embutida, em se tratando de classe, função ou outro substantivo feminino. NÃO usar ""Interno"". Esta questão foi deliberada entre tradutores da documentação, então, por favor, não altere sem debater. Vide formas de contato: https://python.org.br/traducao/",,,integrado||integrados||integradas||integrada||built-in||builtins,,,,встроенный,,,,,,,,,,,,,,,,вбудований,,built-in||builtin||builtins||built-ins,,,,,,,,,,内置,海峡两岸名词 https://www.termonline.cn/search?searchText=build-in,,,,,,
bytecode,noun,,false,,,bytecode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bytecode||bytecodes,,,,código de bytes||bytecode,,,,байт-код,,,,,,,,,,,,,,,,байт-код,,bytecode,,,,,,,,,,字节码,,,,,,,
bytes-like,adjective,glossary term,false,,,شبيه byte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bytes-like,無理に日本語に訳しても分かりづらくなるので、そのままとする (cocoatomo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bytes ou similar||bytes ou similares,,,,semelhante a bytes,,,,байто-подобный,,,,,,,,,,,,,,,,байт-подібний,,bytes-like,,,,,,,,,,字节型,,,,,,,
bytes-type object,noun,,false,,,الانواع شبيهة byte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,objeto do tipo byte,,,,objeto do tipo bytes,,,,объект типа байт,"Слово нигде не встречается в доке, можно смело игнорировать",,,,,,,,,,,,,,,об'єкт типу байт,,bytes-type object,,,,,,,,,,字节串类型对象,,,,,,,
bytestring||bytestrings||byte string||byte strings||bytes string||bytes strings||byte-string||byte-strings,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,string de bytes||sequência de bytes||strings de bytes||sequências de bytes,,,,bytestring||byte string||byte sequence||bytes string||bytes strings||byte-string||byte-strings||string de bytes,,,,байт-строка,,,,,,,,,,,,,,,,байтовий рядок,,bytestring||byte string||byte sequence||bytes string||bytes strings||byte-string||byte-strings,,,,,,,,,,字节串,,,,,,,
callback||callbacks,noun,,false,,,يرد الأستدعاء,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,função de retorno||funções de retorno,"Na maioria das vezes, será apenas ""função de retorno"". Porém, na primeira ocorrência em cada texto deve-se colocar o termo original entre parênteses: função de retorno (callback)",,,callback||callbacks,,,,функция обратного вызова||колбэк,,,,,,,,,,,,,,,,колбек,,callback||callbacks,,,,,,,,,,回调函数,一个库函数运行时，传入其中，待库函数结束时被调用的传入函数。,,,,,,
cancelled,verb,,false,,,ملغى,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anulowany,,,,,,,,cancelado||cancelada||cancelados||canceladas,,,,cancelado||cancelada||cancelados||canceladas,,,,отменённый,,,,,,,,,,,,,,,,скасований,,cancelled,,,,,,,,,,取消,,,,,,,
capsule,noun,,false,,,كبسولة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cápsula,,,,cápsula||cápsulas||capsule,,,,капсула,,,,,,,,,,,,,,,,капсула,,capsule,,,,,,,,,,胶囊,,,,,,,
capture||captures,verb,,false,,,التقاط,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,capturar||captura||capturam,,,,captura||capturar||capturam||capturará||capture,,,,захватить,,,,,,,,,,,,,,,,захопити,,capture||captures,,,,,,,,,,捕获,,,,,,,
case-folding,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ignorar diferenças entre maiúsculas e minúsculas||uniformização das caixa alta e caixa baixa,"Não necessária devem ser colocar essas opções, mas a ideia deve ser adaptada para o contexto.",,,conversão insensível a maiúsc./minúsc.,,,,приведение к одному регистру,,,,,,,,,,,,,,,,,,case-folding,,,,,,,,,,大小写转换,,,,,,,
character||characters,noun,,false,,,الكلمات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,znak,,,,,,,,caractere||caracteres,"e não “caracter”, que não consta no Houaiss nem no Aulete",,,caractere||caracteres||characters||character,,,,символ,,,,,,,,,,,,,,,,символ||символу||символи||символів||символом||символами,,character||characters,,,,,,,,,,字符,,,,,,,
character class||character classes,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,classe de caracteres||classes de caracteres,,,,classes de caracteres||classe de caracteres,,,,классы символов,,,,,,,,,,,,,,,,,,character class||character classes,,,,,,,,,,字符类,,,,,,,
character set||character sets,,"UTF-8, ISO 8859-1, etc.",false,,,مجموعة احرف,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,文字集合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zestaw znaków,,,,,,,,conjunto de caracteres||conjuntos de caracteres,,,,conjuntos de caracteres||conjunto de caracteres,,,,набор символов,,,,,,,,,,,,,,,,,,character set||character sets,,,,,,,,,,字符集,,,,,,,
circular reference,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,referência circular,,,,referência circular,,,,циклическая ссылка,,,,,,,,,,,,,,,,кругове посилання,,circular reference,,,,,,,,,,循环引用,,,,,,,
class body,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciało klasy,,,,,,,,corpo da classe,,,,corpo da classe||corpo de uma classe,,,,тело класса,,,,,,,,,,,,,,,,тіло класу,,class body,,,,,,,,,,类体,,,,,,,
class definition,noun,,false,,,تعريف الكلاس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クラス定義,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,definicja klasy,,,,,,,,definição de classe,,,,definição da classe||definição de classe,,,,определение класса,,,,,,,,,,,,,,,,визначення класу,,class definition,,,,,,,,,,类定义,,,,,,,
class object,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obiekt klasy,,,,,,,,objeto classe,,,,objeto de classe||objeto da classe,,,,объект класса,,,,,,,,,,,,,,,,об'єкт класу,,class object,,,,,,,,,,类对象,,,,,,,
class variable,noun,,false,,,متغيرات الكلاس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,variável de classe,,,,variável de classe,,,,переменная класса,,,,,,,,,,,,,,,,змінна класу,,class variable,,,,,,,,,,类变量,,,,,,,
classic class,noun,,false,,,كلاس كلاسيكي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,classe clássica,Ou 'classe estilo antigo',,,classe clássica,,,,классический класс,"Существовали в Python 2, в Python 3 их нет. Можно игнорировать",,,,,,,,,,,,,,,класичний клас,,classic class,,,,,,,,,,经典类,,,,,,,
clause||clauses,noun,,false,,,جملة,,,,,,,,,,,,,,,,,,,,blok příkazů,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,節,"else clause, finnaly causeなど。文(statement)より下位の構文。
https://docs.python.org/ja/3/reference/compound_stmts.html#compound-statements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,klauzula,,,,,,,,cláusula||cláusulas,,,,cláusula||cláusulas,,,,фраза,,,,,,,,,,,,,,,,речення||пункт||параграф,,clause||clauses,,,,,,,,,,子句,指代语句结构中的一部分,,,,,,
code points,noun,,false,,,نقاط الكود,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pontos de código,,,,pontos de código,,,,кодовые позиции,из Юникода,,,,,,,,,,,,,,,кодові пункти,,code points,,,,,,,,,,码位,代表 Unicode 字符的整数值,,,,,,
codec,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,codec,codificador-decodificador,,,codec||codificador||codecs,,,,кодек,,,,,,,,,,,,,,,,кодек,,codec,,,,,,,,,,编解码器,,,,,,,
coercion,noun,,false,,,أجبار,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coerção,conversão automática,,,coerção,,,,приведение,,,,,,,,,,,,,,,,приведення,"Часто в контексті ""Type coercion"" (приведення типу) — це автоматичне або неявне перетворення значень з одного типу даних в інший (наприклад, рядки в числа)",coercion,,,,,,,,,,强制类型转换,,,,,,,
collection||collections,noun,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kolekcja,,,,,,,,coleção||coleções||coleta||coletas,,,,coleção||coleções||recolha||collections||coleta||collection,,,,коллекция,,,,,,,,,,,,,,,,колекція,,collection||collections,,,,,,,,,,多项集,,,,,,,
command||commands,noun,,false,,,أمر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,コマンド||命令||指令,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comando||comandos,,,,comando||comandos||command,,,,команда,,,,,,,,,,,,,,,,команда,,command||commands,,,,,,,,,,命令,搜索了英文文档，大部分都和命令行有关，少数地方可以翻译成“指令”,,,,,,
command line,noun,,false,,,موجه الأوامر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,コマンドライン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wiersz poleceń,,,,,,,,linha de comando,,,,linha de comando||linha de comandos,,,,командная строка,,,,,,,,,,,,,,,,командний рядок,,command line,,,,,,,,,,命令行,,,,,,,
compatibility,noun,,false,,,الدعم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,互換性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zgodność,,,,,,,,compatibilidade,,,,compatibilidade,,,,совместимость,,,,,,,,,,,,,,,,сумісність,,compatibility,,,,,,,,,,兼容性,,,,,,,
complex number||complex numbers,noun,,false,,,عدد معقد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,複素数,,,,,,복소수,,,,,,,,,,,,,,,,,,,,,,,,,,,,liczba zespolona||liczby zespolonej,,,,,,,,número complexo||números complexos,,,,complexos||complexo,,,,комплексное число,,,,,,,,,,,,,,,,комплексне число,,complex number||complex numbers,,,,,,,,,,复数,,,,,,,
